1 ΙΟΥΛΙΟΥ
15Η ΠΑΡ. ΑΤΤΑΛΕΙΑΣ
15Η ΠΑΡ. ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΛΕΞ.
15Η ΠΑΡ. ΤΣΑΛΔΑΡΗ ΠΑΝ.
15ΗΣ ΜΕΡΑΡΧΙΑΣ
16 ΜΑΡΤΥΡΩΝ
16 ΟΚΤΩΒΡΙΟΥ
16Η ΠΑΡ. ΑΛΚΙΝΟΟΥ
16Η ΠΑΡ. ΑΡΚΑΔΙΟΥ
16Η ΠΑΡ. ΑΤΤΑΛΕΙΑΣ
16Η ΠΑΡ. ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΛΕΞ.
16ΗΣ ΤΑΞΙΑΡΧΙΑΣ
17 ΑΥΓΟΥΣΤΟΥ
17 ΜΑΙΟΥ
17 ΝΟΕΜΒΡΙΟΥ 1973
17 ΝΟΕΜΒΡΙΟΥ
17 ΟΚΤΩΒΡΙΟΥ
1770
17Η ΠΑΡ. ΑΛΚΙΝΟΟΥ
17Η ΠΑΡ. ΑΤΤΑΛΕΙΑΣ
17Η ΠΑΡ. ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΛΕΞ.
18 ΑΠΡΙΛΙΟΥ
18 ΑΥΓΟΥΣΤΟΥ
18 ΟΚΤΩΒΡΙΟΥ
1821
1866
1869
1878
18ΟΥ ΔΗΜΟΤΙΚΟΥ ΣΧΟΛΕΙΟΥ
19 ΜΑΙΟΥ
1906
1914
1922
1Η -ΠΡΩΤΗ-
1Η ΔΙΟΔΟΣ
1Η ΜΕΤΑΜΟΡΦΩΣΕΩΣ ΣΩΤΗΡΟΣ
1Η ΟΔΟΣ ΑΓΙΑΣ ΤΡΙΑΔΟΣ
1Η ΟΔΟΣ ΠΛΕΥΝΑΣ
1Η ΠΑΡ. 23 ΙΟΥΛΙΟΥ
1Η ΠΑΡ. 25 ΜΑΡΤΙΟΥ
1Η ΠΑΡ. ΑΓΑΘΟΥ Ι.
1Η ΠΑΡ. ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
1Η ΠΑΡ. ΑΓΙΑΣ ΣΟΦΙΑΣ
1Η ΠΑΡ. ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ
1Η ΠΑΡ. ΑΓΙΟΥ ΙΩΑΝΝΟΥ
1Η ΠΑΡ. ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ
1Η ΠΑΡ. ΑΓΙΟΥ ΠΟΛΥΚΑΡΠΟΥ
1Η ΠΑΡ. ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ
1Η ΠΑΡ. ΑΓΙΟΥ ΣΥΛΛΑ
1Η ΠΑΡ. ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ
1Η ΠΑΡ. ΑΓΙΩΝ ΑΠΟΣΤΟΛΩΝ ΚΟΥΜΠΕ
1Η ΠΑΡ. ΑΓΙΩΝ ΠΑΝΤΩΝ
1Η ΠΑΡ. ΑΔΕΛΦΩΝ ΚΥΠΡΑΙΟΥ
1Η ΠΑΡ. ΑΘΗΝΩΝ
1Η ΠΑΡ. ΑΚΡΩΤΗΡΙΟΥ
1Η ΠΑΡ. ΑΛΑΓΟΝΙΑΣ
1Η ΠΑΡ. ΑΛΕΞΑΚΗ
1Η ΠΑΡ. ΑΜΥΝΤΑ
1Η ΠΑΡ. ΑΝΑΓΕΝΝΗΣΕΩΣ
1Η ΠΑΡ. ΑΝΑΚΡΕΟΝΤΟΣ
1Η ΠΑΡ. ΑΝΑΠΑΥΣΕΩΣ
1Η ΠΑΡ. ΑΝΑΤΟΛΙΚΗΣ ΘΡΑΚΗΣ
1Η ΠΑΡ. ΑΝΟΙΞΕΩΣ
1Η ΠΑΡ. ΑΝΤΩΝΙΑΔΟΥ ΕΜΜ.
1Η ΠΑΡ. ΑΝΩΝΥΜΟΥ
1Η ΠΑΡ. ΑΡΙΟΣ
1Η ΠΑΡ. ΑΡΙΣΤΟΤΕΛΟΥΣ
1Η ΠΑΡ. ΑΡΚΑΔΙΟΥ
1Η ΠΑΡ. ΑΡΣΕΝΙΟΥ
1Η ΠΑΡ. ΑΣΤΕΡΙΟΥ ΑΘΑΝ.
1Η ΠΑΡ. ΑΤΤΑΛΕΙΑΣ
1Η ΠΑΡ. ΑΥΡΑΣ
1Η ΠΑΡ. ΑΧΑΡΝΩΝ
1Η ΠΑΡ. ΒΑΛΑΩΡΙΤΟΥ
1Η ΠΑΡ. ΒΑΛΕΣΤΡΑΣ
1Η ΠΑΡ. ΒΑΜΒΑ ΝΕΟΦ.
1Η ΠΑΡ. ΒΕΝΙΖΕΛΟΥ ΕΛΕΥΘ.
1Η ΠΑΡ. ΒΕΝΙΖΕΛΟΥ ΣΟΦ.
1Η ΠΑΡ. ΒΕΡΝΑΔΑΚΗ
1Η ΠΑΡ. ΒΙΘΥΝΙΑΣ
1Η ΠΑΡ. ΒΙΤΣΙ
1Η ΠΑΡ. ΒΛΑΧΕΡΝΩΝ
1Η ΠΑΡ. ΒΟΣΠΟΡΟΥ
1Η ΠΑΡ. ΒΟΤΣΗ
1Η ΠΑΡ. ΒΟΥΤΣΑΡΑ
1Η ΠΑΡ. ΒΡΥΟΥΛΩΝ
1Η ΠΑΡ. ΒΥΡΩΝΟΣ
1Η ΠΑΡ. ΓΑΤΣΟΥ ΑΓΓ.
1Η ΠΑΡ. ΓΕΜΕΛΟΥ Κ.
1Η ΠΑΡ. ΓΕΡΒΑΣΙΟΥ ΓΡΕΒΕΝΩΝ
1Η ΠΑΡ. ΓΕΡΒΑΣΙΟΥ
1Η ΠΑΡ. ΓΕΩΡΓΙΟΥ ΑΝΔΡ.
1Η ΠΑΡ. ΓΚΕΡΟΛΑ
1Η ΠΑΡ. ΓΟΓΟΝΗ ΑΝΑΓΝΩΣΤΟΥ
1Η ΠΑΡ. ΓΟΥΝΑΡΗ ΔΗΜ.
1Η ΠΑΡ. ΓΡΑΜΜΟΥ
1Η ΠΑΡ. ΔΑΒΑΚΗ
1Η ΠΑΡ. ΔΑΙΡΠΦΕΛΔ
1Η ΠΑΡ. ΔΑΜΑΛΑ
1Η ΠΑΡ. ΔΑΝΑΟΥ
1Η ΠΑΡ. ΔΗΜΑΔΗ ΔΗΜ.
1Η ΠΑΡ. ΔΗΜΗΤΡΑΚΑΚΗ
1Η ΠΑΡ. ΔΗΜΗΤΡΑΣ
1Η ΠΑΡ. ΔΗΜΗΤΡΙΟΥ ΠΟΛΙΟΡΚΗΤΟΥ
1Η ΠΑΡ. ΔΗΜΟΚΡΑΤΙΑΣ
1Η ΠΑΡ. ΔΗΜΟΚΡΙΤΟΥ
1Η ΠΑΡ. ΔΗΜΟΣΘΕΝΟΥΣ
1Η ΠΑΡ. ΔΗΜΟΤΙΚΟΥ ΣΤΑΔΙΟΥ
1Η ΠΑΡ. ΔΙΑΓΟΡΑ
1Η ΠΑΡ. ΔΙΑΚΟΥ ΑΘΑΝ.
1Η ΠΑΡ. ΔΙΚΤΥΝΗΣ
1Η ΠΑΡ. ΔΙΟΣ
1Η ΠΑΡ. ΔΡΑΓΟΥΜΗ
1Η ΠΑΡ. ΔΥΤΙΚΗΣ ΘΡΑΚΗΣ
1Η ΠΑΡ. ΔΩΔΕΚΑΝΗΣΟΥ
1Η ΠΑΡ. ΕΘΝΑΡΧΟΥ ΜΑΚΑΡΙΟΥ
1Η ΠΑΡ. ΕΙΡΗΝΗΣ
1Η ΠΑΡ. ΕΛΕΥΘΕΡΙΑΣ
1Η ΠΑΡ. ΕΠΙΣΚΟΠΟΥ ΜΕΛΧΙΣΕΔΕΚ
1Η ΠΑΡ. ΕΣΠΕΡΟΥ
1Η ΠΑΡ. ΕΦΕΔΡΩΝ ΠΟΛΕΜΙΣΤΩΝ
1Η ΠΑΡ. ΖΑΛΟΓΓΟΥ
1Η ΠΑΡ. ΖΑΦΕΙΡΑΚΗ
1Η ΠΑΡ. ΖΟΡΜΠΑ ΑΣΤ.
1Η ΠΑΡ. ΖΥΜΒΡΑΚΑΚΗΔΩΝ
1Η ΠΑΡ. ΗΓΟΥΜΕΝΟΥ ΓΑΒΡΙΗΛ
1Η ΠΑΡ. ΗΡΑΚΛΕΙΑΣ
1Η ΠΑΡ. ΗΡΑΚΛΕΙΟΥ
1Η ΠΑΡ. ΗΡΑΣ
1Η ΠΑΡ. ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ
1Η ΠΑΡ. ΗΡΩΩΝ
1Η ΠΑΡ. ΗΣΑΙΟΥ
1Η ΠΑΡ. ΗΣΙΟΔΟΥ
1Η ΠΑΡ. ΘΕΟΔΩΡΑ Δ.
1Η ΠΑΡ. ΘΕΟΔΩΡΟΜΑΝΩΛΗ
1Η ΠΑΡ. ΘΕΟΤΟΚΟΠΟΥΛΟΥ
1Η ΠΑΡ. ΘΕΡΙΣΟΥ
1Η ΠΑΡ. ΘΕΡΜΗΣ
1Η ΠΑΡ. ΘΕΡΜΟΠΥΛΩΝ
1Η ΠΑΡ. ΘΕΣΣΑΛΙΑΣ
1Η ΠΑΡ. ΘΕΣΣΑΛΟΝΙΚΗΣ
1Η ΠΑΡ. ΘΥΣΙΑΣ
1Η ΠΑΡ. ΙΑΣΟΝΟΣ
1Η ΠΑΡ. ΙΚΟΝΙΟΥ
1Η ΠΑΡ. ΙΠΠΟΚΡΑΤΟΥΣ
1Η ΠΑΡ. ΙΦΙΤΟΥ
1Η ΠΑΡ. ΚΑΒΒΑΔΙΑ
1Η ΠΑΡ. ΚΑΛΑΜΠΑΚΑΣ
1Η ΠΑΡ. ΚΑΛΒΟΥ ΑΝΔΡΕΑ
1Η ΠΑΡ. ΚΑΛΛΙΣΤΟΥ
1Η ΠΑΡ. ΚΑΜΠΙΤΗ
1Η ΠΑΡ. ΚΑΝΑΡΗ
1Η ΠΑΡ. ΚΑΝΕΒΑΡΟ
1Η ΠΑΡ. ΚΑΠΟΔΙΣΤΡΙΟΥ
1Η ΠΑΡ. ΚΑΡΑΜΑΝΛΗ ΚΩΝ.
1Η ΠΑΡ. ΚΑΡΑΟΛΗ-ΔΗΜΗΤΡΙΟΥ
1Η ΠΑΡ. ΚΑΡΑΟΛΗ
1Η ΠΑΡ. ΚΑΣΣΑΝΔΡΟΥ
1Η ΠΑΡ. ΚΑΤΣΟΥΛΑΚΗ
1Η ΠΑΡ. ΚΑΤΣΩΝΗ ΛΑΜΠΡ.
1Η ΠΑΡ. ΚΙΛΚΙΣ
1Η ΠΑΡ. ΚΙΜΩΝΟΣ
1Η ΠΑΡ. ΚΙΟΥΤΑΧΕΙΑΣ
1Η ΠΑΡ. ΚΙΣΣΑΒΟΥ
1Η ΠΑΡ. ΚΙΣΣΑΜΟΥ
1Η ΠΑΡ. ΚΙΤΡΟΥΣ
1Η ΠΑΡ. ΚΛΗΜΑΤΟΣ
1Η ΠΑΡ. ΚΟΙΛΗΣ
1Η ΠΑΡ. ΚΟΛΙΝΔΡΟΥ
1Η ΠΑΡ. ΚΟΛΧΙΔΟΣ
1Η ΠΑΡ. ΚΟΜΝΗΝΟΥ ΔΙΟΜ.
1Η ΠΑΡ. ΚΟΜΝΗΝΩΝ
1Η ΠΑΡ. ΚΟΡΑΗ
1Η ΠΑΡ. ΚΟΡΙΝΘΟΥ
1Η ΠΑΡ. ΚΟΣΜΑ ΙΩΑΝ.
1Η ΠΑΡ. ΚΟΥΝΔΟΥΡΟΥ ΜΑΝ.
1Η ΠΑΡ. ΚΡΗΤΗΣ
1Η ΠΑΡ. ΚΡΟΚΙΔΑ
1Η ΠΑΡ. ΚΡΟΚΟΥ Δ.
1Η ΠΑΡ. ΚΡΥΣΤΑΛΛΗ
1Η ΠΑΡ. ΚΥΠΡΟΥ
1Η ΠΑΡ. ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ
1Η ΠΑΡ. ΛΑΓΚΑΔΑ
1Η ΠΑΡ. ΛΑΖΑΙΩΝ
1Η ΠΑΡ. ΛΑΚΩΝΙΚΗΣ
1Η ΠΑΡ. ΛΑΝΑΡΑ ΧΡ.
1Η ΠΑΡ. ΛΑΥΡΙΟΥ ΛΕΩΦ.
1Η ΠΑΡ. ΛΑΧΑΝΑ
1Η ΠΑΡ. ΛΕΒΑΔΕΙΑΣ
1Η ΠΑΡ. ΛΕΟΝΤΑΡΙΟΥ
1Η ΠΑΡ. ΛΕΣΒΟΥ
1Η ΠΑΡ. ΛΙΤΟΧΩΡΟΥ
1Η ΠΑΡ. ΛΟΓΙΟΥ
1Η ΠΑΡ. ΛΥΚΑΒΗΤΤΟΥ
1Η ΠΑΡ. ΛΥΚΟΥΡΓΟΥ
1Η ΠΑΡ. ΜΑΚΕΔΟΝΙΑΣ
1Η ΠΑΡ. ΜΑΝΙΑΚΙΟΥ
1Η ΠΑΡ. ΜΑΡΓΟΥΝΙΟΥ
1Η ΠΑΡ. ΜΑΡΚΟΒΙΤΗ
1Η ΠΑΡ. ΜΑΡΚΟΝΙ
1Η ΠΑΡ. ΜΑΡΟΥΛΗ ΔΗΜ.
1Η ΠΑΡ. ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ
1Η ΠΑΡ. ΜΕΛΑ ΠΑΥΛ.
1Η ΠΑΡ. ΜΙΑΟΥΛΗ ΑΝΔΡ.
1Η ΠΑΡ. ΜΙΑΟΥΛΗ ΛΕΩΦ.
1Η ΠΑΡ. ΜΟΝΑΣΤΗΡΙΟΥ
1Η ΠΑΡ. ΜΟΥΡΝΙΩΝ
1Η ΠΑΡ. ΜΟΥΣΤΑΚΑ
1Η ΠΑΡ. ΜΟΥΣΧΟΥΝΤΗ
1Η ΠΑΡ. ΜΠΟΥΛΟΥΚΟΥ Γ.
1Η ΠΑΡ. ΜΥΚΟΝΟΥ
1Η ΠΑΡ. ΝΑΥΑΡΙΝΟΥ
1Η ΠΑΡ. ΝΑΥΑΡΧΟΥ ΒΟΤΣΗ
1Η ΠΑΡ. ΝΑΥΠΑΚΤΟΥ
1Η ΠΑΡ. ΝΑΥΣΙΚΑΣ
1Η ΠΑΡ. ΝΕΙΓΥ
1Η ΠΑΡ. ΝΕΜΕΑΣ
1Η ΠΑΡ. ΝΙΚΟΠΟΛΕΩΣ
1Η ΠΑΡ. ΞΕΝΟΦΩΝΤΟΣ
1Η ΠΑΡ. ΟΛΥΜΠΙΟΥ ΓΕΩΡΓΑΚΗ
1Η ΠΑΡ. ΟΛΥΜΠΙΟΥ
1Η ΠΑΡ. ΟΛΥΜΠΟΥ
1Η ΠΑΡ. ΟΡΦΕΩΣ
1Η ΠΑΡ. ΠΑΜΙΣΟΥ
1Η ΠΑΡ. ΠΑΠΑΜΑΛΕΚΟΥ
1Η ΠΑΡ. ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓ.
1Η ΠΑΡ. ΠΑΠΑΦΛΕΣΣΑ
1Η ΠΑΡ. ΠΑΡΘΕΝΙΟΥ ΒΑΡΔΑΚΑ
1Η ΠΑΡ. ΠΑΣΤΕΡ
1Η ΠΑΡ. ΠΑΤΡΙΑΡΧΟΥ ΑΘΑΝΑΣΙΟΥ
1Η ΠΑΡ. ΠΑΤΡΙΑΡΧΟΥ ΙΩΑΝΝΙΚΕΙΟΥ
1Η ΠΑΡ. ΠΑΧΙΑΝΩΝ
1Η ΠΑΡ. ΠΕΡΙΒΟΛΙΩΝ
1Η ΠΑΡ. ΠΕΡΙΚΛΕΟΥΣ
1Η ΠΑΡ. ΠΛΑΣΤΗΡΑ ΝΙΚ.
1Η ΠΑΡ. ΠΛΑΤΑΙΩΝ
1Η ΠΑΡ. ΠΛΑΤΩΝΟΣ
1Η ΠΑΡ. ΠΛΕΥΝΑΣ
1Η ΠΑΡ. ΠΟΛΥΜΝΙΑΣ
1Η ΠΑΡ. ΠΟΛΥΧΡΟΝΙΔΗ ΠΟΛ.
1Η ΠΑΡ. ΠΟΡΤΟΥ
1Η ΠΑΡ. ΠΡΟΜΠΟΝΑ
1Η ΠΑΡ. ΠΡΟΥΣΗΣ
1Η ΠΑΡ. ΠΡΩΤΟΓΕΝΟΥΣ
1Η ΠΑΡ. ΠΥΘΑΓΟΡΑ
1Η ΠΑΡ. ΡΑΡΤΟΥΡΟΥ
1Η ΠΑΡ. ΡΗΓΑ ΦΕΡΑΙΟΥ
1Η ΠΑΡ. ΣΑΚΕΛΛΑΡΙΔΗ
1Η ΠΑΡ. ΣΑΝΤΑΡΟΖΑ
1Η ΠΑΡ. ΣΑΡΠΑΚΗ ΚΑΛΛΙΝΙΚΟΥ
1Η ΠΑΡ. ΣΕΛΙΝΟΥ
1Η ΠΑΡ. ΣΗΦΑΚΑ
1Η ΠΑΡ. ΣΚΟΥΛΑ ΝΙΚ.
1Η ΠΑΡ. ΣΜΥΡΝΗΣ
1Η ΠΑΡ. ΣΟΛΩΝΟΣ
1Η ΠΑΡ. ΣΟΥΛΙΟΥ
1Η ΠΑΡ. ΣΟΥΡΗ
1Η ΠΑΡ. ΣΟΧΟΥ
1Η ΠΑΡ. ΣΠΑΡΤΗΣ
1Η ΠΑΡ. ΣΤΑΔΙΟΥ
1Η ΠΑΡ. ΣΤΡΑΤΑΡΧΟΥ ΠΑΠΑΓΟΥ
1Η ΠΑΡ. ΣΤΡΑΤΗΓΟΥ ΙΩΑΝΝΟΥ
1Η ΠΑΡ. ΣΦΑΓΕΙΩΝ
1Η ΠΑΡ. ΣΩΚΡΑΤΟΥΣ
1Η ΠΑΡ. ΤΑΙΝΑΡΟΥ
1Η ΠΑΡ. ΤΑΝΤΑΛΟΥ
1Η ΠΑΡ. ΤΑΞΙΑΡΧΩΝ
1Η ΠΑΡ. ΤΑΥΓΕΤΟΥ
1Η ΠΑΡ. ΤΑΥΡΟΥ
1Η ΠΑΡ. ΤΖΟΥΜΕΡΚΩΝ
1Η ΠΑΡ. ΤΡΑΠΕΖΟΥΝΤΟΣ
1Η ΠΑΡ. ΤΡΙΚΟΥΠΗ ΧΑΡ.
1Η ΠΑΡ. ΤΡΙΠΟΛΕΩΣ
1Η ΠΑΡ. ΤΣΑΛΔΑΡΗ ΠΑΝ.
1Η ΠΑΡ. ΤΣΙΜΙΣΚΗ
1Η ΠΑΡ. ΤΥΧΗΣ
1Η ΠΑΡ. ΥΨΗΛΑΝΤΟΥ
1Η ΠΑΡ. ΦΑΛΑΣΑΡΝΗΣ
1Η ΠΑΡ. ΦΙΛΙΠΠΟΥ
1Η ΠΑΡ. ΦΙΛΩΤΑ
1Η ΠΑΡ. ΦΛΕΓΙΟΥ
1Η ΠΑΡ. ΦΛΕΜΙΝΓΚ
1Η ΠΑΡ. ΧΑΙΡΩΝΕΙΑΣ
1Η ΠΑΡ. ΧΑΝΣΕΝ
1Η ΠΑΡ. ΧΑΤΖΗΜΙΧΑΛΗ ΝΤΑΛΙΑΝΗ
1Η ΠΑΡ. ΧΡΥΣΟΠΗΓΗΣ
1ΗΣ ΜΕΡΑΡΧΙΑΣ
1ΟΣ ΤΟΜΕΑΣ
1ΟΥ ΛΟΧΟΥ ΤΑΒΟΥΛΑΡΗ
2 ΜΑΙΟΥ
2 ΝΟΕΜΒΡΙΟΥ
2 ΣΕΠΤΕΜΒΡΙΟΥ
20 ΟΚΤΩΒΡΙΟΥ
20 ΣΕΠΤΕΜΒΡΙΟΥ
21 ΑΠΡΙΛΙΟΥ
21 ΑΥΓΟΥΣΤΟΥ
21 ΙΟΥΝΙΟΥ
21 ΜΑΙΟΥ 1941
21 ΜΑΙΟΥ
21 ΜΑΡΤΙΟΥ
21 ΟΚΤΩΒΡΙΟΥ
21 ΦΕΒΡΟΥΑΡΙΟΥ
212 ΕΚΤΕΛΕΣΘΕΝΤΩΝ
21ΟΥ ΣΥΝΤΑΓΜΑΤΟΣ
22 ΑΠΡΙΛΙΟΥ
22 ΜΑΙΟΥ
22 ΟΚΤΩΒΡΙΟΥ
23 ΙΟΥΛΙΟΥ
23 ΜΑΡΤΙΟΥ
23 ΟΚΤΩΒΡΙΟΥ
23 ΦΕΒΡΟΥΑΡΙΟΥ
24 ΙΟΥΛΙΟΥ
24ΗΣ ΤΑΞΙΑΡΧΙΑΣ
25 ΑΥΓΟΥΣΤΟΥ
25 ΙΟΥΛΙΟΥ
25 ΜΑΙΟΥ
25 ΜΑΡΤΙΟΥ (ΒΟΣΠΟΡΟΣ)
25 ΜΑΡΤΙΟΥ (ΔΕΝΔΡΟΠΟΤΑΜΟΣ)
25 ΜΑΡΤΙΟΥ (ΚΙΤΣΙ)
25 ΜΑΡΤΙΟΥ (ΣΚΑΡΠΙΖΑ)
25 ΜΑΡΤΙΟΥ
25 ΣΕΠΤΕΜΒΡΙΟΥ
25ΟΥ ΣΥΝΤΑΓΜΑΤΟΣ
26 ΟΚΤΩΒΡΙΟΥ
26 ΣΕΠΤΕΜΒΡΙΟΥ
27 ΙΟΥΝΙΟΥ
27 ΟΚΤΩΒΡΙΟΥ
28 ΟΚΤΩΒΡΙΟΥ (ΕΛΕΟΥΣΑ)
28 ΟΚΤΩΒΡΙΟΥ (ΕΥΞΕΙΝΟΣ ΠΟΝΤΟΣ)
28 ΟΚΤΩΒΡΙΟΥ (ΜΗΛΑΔΕΖΑ)
28 ΟΚΤΩΒΡΙΟΥ (ΝΕΚΡΟΤΑΦΕΙΟ)
28 ΟΚΤΩΒΡΙΟΥ (ΠΕΡΑΜΑ)
28 ΟΚΤΩΒΡΙΟΥ (ΦΛΟΓΑ)
28 ΟΚΤΩΒΡΙΟΥ (ΧΑΡΑΥΓΗ)
28 ΟΚΤΩΒΡΙΟΥ (ΧΕΡΩΜΑ)
28 ΟΚΤΩΒΡΙΟΥ
28ΟΥ ΣΥΝΤΑΓΜΑΤΟΣ ΠΕΖΙΚΟΥ
29 ΑΥΓΟΥΣΤΟΥ
29 ΙΟΥΝΙΟΥ
29 ΜΑΙΟΥ
29 ΣΕΠΤΕΜΒΡΙΟΥ
29Η -ΕΙΚΟΣΤΗ ΕΝΑΤΗ-
29ΟΥ ΣΥΝΤΑΓΜΑΤΟΣ ΠΕΖΙΚΟΥ
2ΑΣ ΜΕΡΑΡΧΙΑΣ
2Η ΔΙΟΔΟΣ
2Η ΟΔΟΣ ΑΓΙΑΣ ΤΡΙΑΔΟΣ
2Η ΠΑΡ. 23 ΙΟΥΛΙΟΥ
2Η ΠΑΡ. 25 ΜΑΡΤΙΟΥ
2Η ΠΑΡ. ΑΓΙΑΣ ΚΥΡΙΑΚΗΣ
2Η ΠΑΡ. ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
2Η ΠΑΡ. ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ
